STATISTIC,STATISTIC Label,TLIST(M1),Month,C02064V02491,Type of Milk,UNIT,VALUE
AKM02,Milk Sales (Dairy) for Human Consumption,201808,2018 August,1,All Milk,Million Litres,44.9
AKM02,Milk Sales (Dairy) for Human Consumption,201808,2018 August,12,Whole Milk,Million Litres,27.3
AKM02,Milk Sales (Dairy) for Human Consumption,201808,2018 August,13,Skimmed and Semi-skimmed milk,Million Litres,17.6
AKM02,Milk Sales (Dairy) for Human Consumption,201808,2018 August,14,Skimmed Milk,Million Litres,2.3
AKM02,Milk Sales (Dairy) for Human Consumption,201808,2018 August,15,Semi-skimmed milk,Million Litres,15.2
AKM02,Milk Sales (Dairy) for Human Consumption,201809,2018 September,1,All Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,201809,2018 September,12,Whole Milk,Million Litres,26.4
AKM02,Milk Sales (Dairy) for Human Consumption,201809,2018 September,13,Skimmed and Semi-skimmed milk,Million Litres,17.4
AKM02,Milk Sales (Dairy) for Human Consumption,201809,2018 September,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201809,2018 September,15,Semi-skimmed milk,Million Litres,15.5
AKM02,Milk Sales (Dairy) for Human Consumption,201810,2018 October,1,All Milk,Million Litres,45.2
AKM02,Milk Sales (Dairy) for Human Consumption,201810,2018 October,12,Whole Milk,Million Litres,27.3
AKM02,Milk Sales (Dairy) for Human Consumption,201810,2018 October,13,Skimmed and Semi-skimmed milk,Million Litres,17.9
AKM02,Milk Sales (Dairy) for Human Consumption,201810,2018 October,14,Skimmed Milk,Million Litres,1.9
AKM02,Milk Sales (Dairy) for Human Consumption,201810,2018 October,15,Semi-skimmed milk,Million Litres,16
AKM02,Milk Sales (Dairy) for Human Consumption,201811,2018 November,1,All Milk,Million Litres,44.6
AKM02,Milk Sales (Dairy) for Human Consumption,201811,2018 November,12,Whole Milk,Million Litres,27.2
AKM02,Milk Sales (Dairy) for Human Consumption,201811,2018 November,13,Skimmed and Semi-skimmed milk,Million Litres,17.3
AKM02,Milk Sales (Dairy) for Human Consumption,201811,2018 November,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201811,2018 November,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201812,2018 December,1,All Milk,Million Litres,44.1
AKM02,Milk Sales (Dairy) for Human Consumption,201812,2018 December,12,Whole Milk,Million Litres,27
AKM02,Milk Sales (Dairy) for Human Consumption,201812,2018 December,13,Skimmed and Semi-skimmed milk,Million Litres,17.1
AKM02,Milk Sales (Dairy) for Human Consumption,201812,2018 December,14,Skimmed Milk,Million Litres,2.3
AKM02,Milk Sales (Dairy) for Human Consumption,201812,2018 December,15,Semi-skimmed milk,Million Litres,14.8
AKM02,Milk Sales (Dairy) for Human Consumption,201901,2019 January,1,All Milk,Million Litres,44.8
AKM02,Milk Sales (Dairy) for Human Consumption,201901,2019 January,12,Whole Milk,Million Litres,26.9
AKM02,Milk Sales (Dairy) for Human Consumption,201901,2019 January,13,Skimmed and Semi-skimmed milk,Million Litres,17.9
AKM02,Milk Sales (Dairy) for Human Consumption,201901,2019 January,14,Skimmed Milk,Million Litres,2.2
AKM02,Milk Sales (Dairy) for Human Consumption,201901,2019 January,15,Semi-skimmed milk,Million Litres,15.8
AKM02,Milk Sales (Dairy) for Human Consumption,201902,2019 February,1,All Milk,Million Litres,41.9
AKM02,Milk Sales (Dairy) for Human Consumption,201902,2019 February,12,Whole Milk,Million Litres,25.3
AKM02,Milk Sales (Dairy) for Human Consumption,201902,2019 February,13,Skimmed and Semi-skimmed milk,Million Litres,16.6
AKM02,Milk Sales (Dairy) for Human Consumption,201902,2019 February,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201902,2019 February,15,Semi-skimmed milk,Million Litres,14.9
AKM02,Milk Sales (Dairy) for Human Consumption,201903,2019 March,1,All Milk,Million Litres,46.7
AKM02,Milk Sales (Dairy) for Human Consumption,201903,2019 March,12,Whole Milk,Million Litres,29
AKM02,Milk Sales (Dairy) for Human Consumption,201903,2019 March,13,Skimmed and Semi-skimmed milk,Million Litres,17.7
AKM02,Milk Sales (Dairy) for Human Consumption,201903,2019 March,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,201903,2019 March,15,Semi-skimmed milk,Million Litres,16.1
AKM02,Milk Sales (Dairy) for Human Consumption,201904,2019 April,1,All Milk,Million Litres,45.2
AKM02,Milk Sales (Dairy) for Human Consumption,201904,2019 April,12,Whole Milk,Million Litres,28.5
AKM02,Milk Sales (Dairy) for Human Consumption,201904,2019 April,13,Skimmed and Semi-skimmed milk,Million Litres,16.8
AKM02,Milk Sales (Dairy) for Human Consumption,201904,2019 April,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,201904,2019 April,15,Semi-skimmed milk,Million Litres,15.2
AKM02,Milk Sales (Dairy) for Human Consumption,201905,2019 May,1,All Milk,Million Litres,45.3
AKM02,Milk Sales (Dairy) for Human Consumption,201905,2019 May,12,Whole Milk,Million Litres,28.2
AKM02,Milk Sales (Dairy) for Human Consumption,201905,2019 May,13,Skimmed and Semi-skimmed milk,Million Litres,17.2
AKM02,Milk Sales (Dairy) for Human Consumption,201905,2019 May,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,201905,2019 May,15,Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201906,2019 June,1,All Milk,Million Litres,45
AKM02,Milk Sales (Dairy) for Human Consumption,201906,2019 June,12,Whole Milk,Million Litres,29.4
AKM02,Milk Sales (Dairy) for Human Consumption,201906,2019 June,13,Skimmed and Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,201906,2019 June,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,201906,2019 June,15,Semi-skimmed milk,Million Litres,14.1
AKM02,Milk Sales (Dairy) for Human Consumption,201907,2019 July,1,All Milk,Million Litres,44.7
AKM02,Milk Sales (Dairy) for Human Consumption,201907,2019 July,12,Whole Milk,Million Litres,29.1
AKM02,Milk Sales (Dairy) for Human Consumption,201907,2019 July,13,Skimmed and Semi-skimmed milk,Million Litres,15.7
AKM02,Milk Sales (Dairy) for Human Consumption,201907,2019 July,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,201907,2019 July,15,Semi-skimmed milk,Million Litres,14.1
AKM02,Milk Sales (Dairy) for Human Consumption,201908,2019 August,1,All Milk,Million Litres,45.1
AKM02,Milk Sales (Dairy) for Human Consumption,201908,2019 August,12,Whole Milk,Million Litres,28.6
AKM02,Milk Sales (Dairy) for Human Consumption,201908,2019 August,13,Skimmed and Semi-skimmed milk,Million Litres,16.6
AKM02,Milk Sales (Dairy) for Human Consumption,201908,2019 August,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,201908,2019 August,15,Semi-skimmed milk,Million Litres,15
AKM02,Milk Sales (Dairy) for Human Consumption,201909,2019 September,1,All Milk,Million Litres,43.4
AKM02,Milk Sales (Dairy) for Human Consumption,201909,2019 September,12,Whole Milk,Million Litres,26.8
AKM02,Milk Sales (Dairy) for Human Consumption,201909,2019 September,13,Skimmed and Semi-skimmed milk,Million Litres,16.7
AKM02,Milk Sales (Dairy) for Human Consumption,201909,2019 September,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,201909,2019 September,15,Semi-skimmed milk,Million Litres,15.2
AKM02,Milk Sales (Dairy) for Human Consumption,201910,2019 October,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,201910,2019 October,12,Whole Milk,Million Litres,28.9
AKM02,Milk Sales (Dairy) for Human Consumption,201910,2019 October,13,Skimmed and Semi-skimmed milk,Million Litres,16.5
AKM02,Milk Sales (Dairy) for Human Consumption,201910,2019 October,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,201910,2019 October,15,Semi-skimmed milk,Million Litres,14.9
AKM02,Milk Sales (Dairy) for Human Consumption,201911,2019 November,1,All Milk,Million Litres,43.7
AKM02,Milk Sales (Dairy) for Human Consumption,201911,2019 November,12,Whole Milk,Million Litres,26.8
AKM02,Milk Sales (Dairy) for Human Consumption,201911,2019 November,13,Skimmed and Semi-skimmed milk,Million Litres,16.9
AKM02,Milk Sales (Dairy) for Human Consumption,201911,2019 November,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,201911,2019 November,15,Semi-skimmed milk,Million Litres,15.4
AKM02,Milk Sales (Dairy) for Human Consumption,201912,2019 December,1,All Milk,Million Litres,41.8
AKM02,Milk Sales (Dairy) for Human Consumption,201912,2019 December,12,Whole Milk,Million Litres,25.8
AKM02,Milk Sales (Dairy) for Human Consumption,201912,2019 December,13,Skimmed and Semi-skimmed milk,Million Litres,16.1
AKM02,Milk Sales (Dairy) for Human Consumption,201912,2019 December,14,Skimmed Milk,Million Litres,1.3
AKM02,Milk Sales (Dairy) for Human Consumption,201912,2019 December,15,Semi-skimmed milk,Million Litres,14.7
AKM02,Milk Sales (Dairy) for Human Consumption,202001,2020 January,1,All Milk,Million Litres,43.1
AKM02,Milk Sales (Dairy) for Human Consumption,202001,2020 January,12,Whole Milk,Million Litres,26.1
AKM02,Milk Sales (Dairy) for Human Consumption,202001,2020 January,13,Skimmed and Semi-skimmed milk,Million Litres,17
AKM02,Milk Sales (Dairy) for Human Consumption,202001,2020 January,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,202001,2020 January,15,Semi-skimmed milk,Million Litres,15.4
AKM02,Milk Sales (Dairy) for Human Consumption,202002,2020 February,1,All Milk,Million Litres,42.5
AKM02,Milk Sales (Dairy) for Human Consumption,202002,2020 February,12,Whole Milk,Million Litres,25.8
AKM02,Milk Sales (Dairy) for Human Consumption,202002,2020 February,13,Skimmed and Semi-skimmed milk,Million Litres,16.7
AKM02,Milk Sales (Dairy) for Human Consumption,202002,2020 February,14,Skimmed Milk,Million Litres,2.4
AKM02,Milk Sales (Dairy) for Human Consumption,202002,2020 February,15,Semi-skimmed milk,Million Litres,14.3
AKM02,Milk Sales (Dairy) for Human Consumption,202003,2020 March,1,All Milk,Million Litres,45.8
AKM02,Milk Sales (Dairy) for Human Consumption,202003,2020 March,12,Whole Milk,Million Litres,29.1
AKM02,Milk Sales (Dairy) for Human Consumption,202003,2020 March,13,Skimmed and Semi-skimmed milk,Million Litres,16.7
AKM02,Milk Sales (Dairy) for Human Consumption,202003,2020 March,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,202003,2020 March,15,Semi-skimmed milk,Million Litres,15.1
AKM02,Milk Sales (Dairy) for Human Consumption,202004,2020 April,1,All Milk,Million Litres,47.1
AKM02,Milk Sales (Dairy) for Human Consumption,202004,2020 April,12,Whole Milk,Million Litres,32
AKM02,Milk Sales (Dairy) for Human Consumption,202004,2020 April,13,Skimmed and Semi-skimmed milk,Million Litres,15.2
AKM02,Milk Sales (Dairy) for Human Consumption,202004,2020 April,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,202004,2020 April,15,Semi-skimmed milk,Million Litres,13.8
AKM02,Milk Sales (Dairy) for Human Consumption,202005,2020 May,1,All Milk,Million Litres,47.3
AKM02,Milk Sales (Dairy) for Human Consumption,202005,2020 May,12,Whole Milk,Million Litres,31.6
AKM02,Milk Sales (Dairy) for Human Consumption,202005,2020 May,13,Skimmed and Semi-skimmed milk,Million Litres,15.7
AKM02,Milk Sales (Dairy) for Human Consumption,202005,2020 May,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,202005,2020 May,15,Semi-skimmed milk,Million Litres,14.3
AKM02,Milk Sales (Dairy) for Human Consumption,202006,2020 June,1,All Milk,Million Litres,45.7
AKM02,Milk Sales (Dairy) for Human Consumption,202006,2020 June,12,Whole Milk,Million Litres,30.6
AKM02,Milk Sales (Dairy) for Human Consumption,202006,2020 June,13,Skimmed and Semi-skimmed milk,Million Litres,15.1
AKM02,Milk Sales (Dairy) for Human Consumption,202006,2020 June,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,202006,2020 June,15,Semi-skimmed milk,Million Litres,13.8
AKM02,Milk Sales (Dairy) for Human Consumption,202007,2020 July,1,All Milk,Million Litres,47.4
AKM02,Milk Sales (Dairy) for Human Consumption,202007,2020 July,12,Whole Milk,Million Litres,31.5
AKM02,Milk Sales (Dairy) for Human Consumption,202007,2020 July,13,Skimmed and Semi-skimmed milk,Million Litres,15.9
AKM02,Milk Sales (Dairy) for Human Consumption,202007,2020 July,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,202007,2020 July,15,Semi-skimmed milk,Million Litres,14.6
AKM02,Milk Sales (Dairy) for Human Consumption,202008,2020 August,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,202008,2020 August,12,Whole Milk,Million Litres,28.9
AKM02,Milk Sales (Dairy) for Human Consumption,202008,2020 August,13,Skimmed and Semi-skimmed milk,Million Litres,15.4
AKM02,Milk Sales (Dairy) for Human Consumption,202008,2020 August,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,202008,2020 August,15,Semi-skimmed milk,Million Litres,14.1
AKM02,Milk Sales (Dairy) for Human Consumption,202009,2020 September,1,All Milk,Million Litres,41.7
AKM02,Milk Sales (Dairy) for Human Consumption,202009,2020 September,12,Whole Milk,Million Litres,26.7
AKM02,Milk Sales (Dairy) for Human Consumption,202009,2020 September,13,Skimmed and Semi-skimmed milk,Million Litres,15
AKM02,Milk Sales (Dairy) for Human Consumption,202009,2020 September,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,202009,2020 September,15,Semi-skimmed milk,Million Litres,13.7
AKM02,Milk Sales (Dairy) for Human Consumption,202010,2020 October,1,All Milk,Million Litres,41.1
AKM02,Milk Sales (Dairy) for Human Consumption,202010,2020 October,12,Whole Milk,Million Litres,26.3
AKM02,Milk Sales (Dairy) for Human Consumption,202010,2020 October,13,Skimmed and Semi-skimmed milk,Million Litres,14.8
AKM02,Milk Sales (Dairy) for Human Consumption,202010,2020 October,14,Skimmed Milk,Million Litres,0
AKM02,Milk Sales (Dairy) for Human Consumption,202010,2020 October,15,Semi-skimmed milk,Million Litres,0
AKM02,Milk Sales (Dairy) for Human Consumption,202011,2020 November,1,All Milk,Million Litres,39.5
AKM02,Milk Sales (Dairy) for Human Consumption,202011,2020 November,12,Whole Milk,Million Litres,25
AKM02,Milk Sales (Dairy) for Human Consumption,202011,2020 November,13,Skimmed and Semi-skimmed milk,Million Litres,14.5
AKM02,Milk Sales (Dairy) for Human Consumption,202011,2020 November,14,Skimmed Milk,Million Litres,0
AKM02,Milk Sales (Dairy) for Human Consumption,202011,2020 November,15,Semi-skimmed milk,Million Litres,0
AKM02,Milk Sales (Dairy) for Human Consumption,202012,2020 December,1,All Milk,Million Litres,39.9
AKM02,Milk Sales (Dairy) for Human Consumption,202012,2020 December,12,Whole Milk,Million Litres,25.1
AKM02,Milk Sales (Dairy) for Human Consumption,202012,2020 December,13,Skimmed and Semi-skimmed milk,Million Litres,14.8
AKM02,Milk Sales (Dairy) for Human Consumption,202012,2020 December,14,Skimmed Milk,Million Litres,0
AKM02,Milk Sales (Dairy) for Human Consumption,202012,2020 December,15,Semi-skimmed milk,Million Litres,0
AKM02,Milk Sales (Dairy) for Human Consumption,202101,2021 January,1,All Milk,Million Litres,40.4
AKM02,Milk Sales (Dairy) for Human Consumption,202101,2021 January,12,Whole Milk,Million Litres,25.1
AKM02,Milk Sales (Dairy) for Human Consumption,202101,2021 January,13,Skimmed and Semi-skimmed milk,Million Litres,15.3
AKM02,Milk Sales (Dairy) for Human Consumption,202101,2021 January,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202101,2021 January,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202102,2021 February,1,All Milk,Million Litres,36.3
AKM02,Milk Sales (Dairy) for Human Consumption,202102,2021 February,12,Whole Milk,Million Litres,22.4
AKM02,Milk Sales (Dairy) for Human Consumption,202102,2021 February,13,Skimmed and Semi-skimmed milk,Million Litres,13.9
AKM02,Milk Sales (Dairy) for Human Consumption,202102,2021 February,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202102,2021 February,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202103,2021 March,1,All Milk,Million Litres,42.1
AKM02,Milk Sales (Dairy) for Human Consumption,202103,2021 March,12,Whole Milk,Million Litres,26.5
AKM02,Milk Sales (Dairy) for Human Consumption,202103,2021 March,13,Skimmed and Semi-skimmed milk,Million Litres,15.6
AKM02,Milk Sales (Dairy) for Human Consumption,202103,2021 March,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202103,2021 March,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202104,2021 April,1,All Milk,Million Litres,42.9
AKM02,Milk Sales (Dairy) for Human Consumption,202104,2021 April,12,Whole Milk,Million Litres,27.7
AKM02,Milk Sales (Dairy) for Human Consumption,202104,2021 April,13,Skimmed and Semi-skimmed milk,Million Litres,15.2
AKM02,Milk Sales (Dairy) for Human Consumption,202104,2021 April,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202104,2021 April,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202105,2021 May,1,All Milk,Million Litres,46.6
AKM02,Milk Sales (Dairy) for Human Consumption,202105,2021 May,12,Whole Milk,Million Litres,30.8
AKM02,Milk Sales (Dairy) for Human Consumption,202105,2021 May,13,Skimmed and Semi-skimmed milk,Million Litres,15.8
AKM02,Milk Sales (Dairy) for Human Consumption,202105,2021 May,14,Skimmed Milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202105,2021 May,15,Semi-skimmed milk,Million Litres,
AKM02,Milk Sales (Dairy) for Human Consumption,202106,2021 June,1,All Milk,Million Litres,44.7
AKM02,Milk Sales (Dairy) for Human Consumption,202106,2021 June,12,Whole Milk,Million Litres,29.7
